Animal,Sire,Dam,Bucket,Wing_Morph,Food,State_DLM,DLM_Mass,Ovary_Mass,Remaining_Mass,Total_Mass
1181,26,2,A,L,AD,2,6.5,45.2,171.5,223.2
1182,26,2,A,L,Low,2,4.4,10.9,155.5,170.8
1183,26,2,A,L,Med,2,5.8,17.9,172.4,196.1
1184,26,2,A,S,AD,1,0.9,96.7,148.6,246.2
1185,26,2,B,L,Low,2,4,1.5,120.1,125.6
1186,26,2,B,L,Med,2,4.3,7.3,124,135.6
1187,26,2,B,L,AD,2,5.7,44.4,216.2,266.3
1188,26,2,B,L,Low,2,2.8,2.8,85.9,91.5
1189,26,2,B,L,Med,2,4.2,10.5,119.1,133.8
1190,26,2,B,S,AD,0,0,82.4,126.4,208.8
1191,26,2,B,L,Low,1,3,4.3,102.3,109.6
1192,26,2,B,L,Med,1,3.9,21.2,108.9,134
1193,26,2,B,L,AD,1,4.3,29.3,139.7,173.3
1194,26,2,B,L,Low,0,0,25.3,90.8,116.1
1195,26,2,B,L,Med,2,3.9,18.8,108.7,131.4
1196,26,2,B,L,AD,2,4.7,43.4,172.9,221
1197,26,2,B,L,Low,0,0,30,94.2,124.2
1198,26,2,B,L,Med,1,4.7,22.1,138.5,165.3
1199,26,2,B,L,AD,2,6.4,27.5,182.3,216.2
1200,26,3,A,L,Low,2,5.5,14.4,159.4,179.3
1201,26,3,A,L,Med,2,4.7,45.7,177.2,227.6
1202,26,3,A,S,AD,0,0,140.5,146.5,287
1203,26,3,A,L,Low,2,5.7,19.1,182.3,207.1
1204,26,3,A,L,Med,1,5.2,33.3,190.4,228.9
1205,26,3,A,L,AD,1,7.5,38.7,304.9,351.1
1206,26,3,A,L,Low,2,6.6,17.1,230.1,253.8
1207,26,3,A,L,Med,2,6.3,34.3,228.9,269.5
1208,26,3,A,L,AD,2,8.5,49,256.1,313.6
1209,26,3,B,S,Low,0,0,24.5,78.8,103.3
1210,26,3,B,L,Med,1,0.9,59.1,98,158
1211,26,3,B,L,AD,2,6.5,26,185.8,218.3
1212,26,3,B,L,Low,1,0.8,35.1,79.5,115.4
1213,26,3,B,S,Med,0,0,53.4,93.2,146.6
1214,26,3,B,L,AD,1,1.4,77.9,125.1,204.4
1215,26,3,B,L,Low,2,2.8,7.7,105.2,115.7
1216,26,3,B,L,Med,0,0,60.7,102.5,163.2
1217,26,3,B,S,AD,0,0,99.3,121.1,220.4
1218,26,3,B,L,Low,1,1.3,24.5,88.5,114.3
1219,26,3,B,L,Med,2,4.4,23.8,126.6,154.8
1220,26,3,B,L,AD,0,0,99.8,103.6,203.4
1221,26,3,B,L,Low,0,0,30.4,91.7,122.1
1222,26,3,B,L,Med,1,0.1,65,87,152.1
1223,26,3,B,S,AD,0,0,90,121.1,211.1
1224,27,1,A,L,Low,1,5.5,4.7,138.8,149
1225,27,1,A,L,Med,1,5.1,5.8,160.5,171.4
1226,27,1,A,L,AD,1,5.7,55.2,218.2,279.1
1227,27,1,A,L,Low,2,5,10.4,144.1,159.5
1228,27,1,A,L,Med,0,0,70.9,120.1,191
1229,27,1,A,L,AD,1,6.3,36.3,214.1,256.7
1230,27,1,A,L,Low,1,3.5,2.2,136.3,142
1231,27,1,A,L,Med,1,5.6,20.5,166,192.1
1232,27,1,B,L,Low,1,5.2,4.6,149.4,159.2
1233,27,1,B,L,Med,1,5.9,9.4,164.3,179.6
1234,27,1,B,L,AD,1,5.6,24,192.9,222.5
1235,27,1,B,L,Low,1,5.1,3.1,143,151.2
1236,27,1,B,L,Med,1,4.3,5.4,139,148.7
1237,27,1,B,L,AD,2,5.1,31.4,165.1,201.6
1238,27,1,B,L,Low,1,3.3,0.7,114.9,118.9
1239,27,1,B,L,Med,1,3.2,24.9,133.3,161.4
1240,27,1,B,L,AD,1,5.1,31.9,180.4,217.4
1241,27,1,B,L,Low,1,4.7,2.9,128.4,136
1242,27,1,B,L,Med,2,5.1,14,138.1,157.2
1243,27,1,B,L,AD,2,6.4,30.9,196.4,233.7
1244,27,1,B,L,Low,2,4.3,1.8,134.8,140.9
1245,27,1,B,S,Med,1,0.4,64.2,120.8,185.4
1246,27,1,B,L,AD,2,4.4,23,158.4,185.8
1247,27,2,A,S,Low,0,0,33.7,99.6,133.3
1248,27,2,A,S,Med,0,0,60.3,95.6,155.9
1249,27,2,A,L,AD,2,5.1,26.5,167.1,198.7
1250,27,2,A,L,Low,2,4.6,1.5,132.7,138.8
1251,27,2,A,L,Med,2,3.1,45.7,129.4,178.2
1252,27,2,A,L,AD,2,5.4,36.3,171.5,213.2
1253,27,2,A,L,Low,2,5.9,6.8,173.3,186
1254,27,2,A,L,Med,2,5.2,13.1,147.8,166.1
1255,27,2,A,L,AD,2,4.9,57.7,133.6,196.2
1256,27,2,A,L,Low,1,1.2,33.8,88.4,123.4
1257,27,2,A,L,Med,1,4.1,4.1,152.5,160.7
1258,27,2,A,L,AD,0,0,78.2,104.7,182.9
1259,27,2,A,L,Low,2,5.6,2,140.5,148.1
1260,27,2,A,L,Med,1,1.7,71.2,120.6,193.5
1261,27,2,A,L,Med,2,5.8,8.3,195.5,209.6
1262,27,2,B,L,Low,2,3.3,1.2,115.3,119.8
1263,27,2,B,L,AD,2,5.7,24.7,171.7,202.1
1264,27,2,B,L,Low,2,4.1,1.9,117.5,123.5
1265,27,2,B,L,Med,2,4.2,44.3,112,160.5
1266,27,2,B,L,AD,2,5.4,33.1,161.1,199.6
1267,27,2,B,S,Low,0,0,34.4,89.1,123.5
1268,27,2,B,L,Med,2,4.2,6.8,125.4,136.4
1269,27,2,B,L,AD,2,5.5,8.4,167.9,181.8
1270,27,2,B,L,Low,2,3.8,4.2,137.8,145.8
1271,27,2,B,L,Med,1,4.7,6.4,144.1,155.2
1272,27,2,B,L,AD,1,4.9,6.6,155,166.5
1273,27,2,B,L,Low,1,4.2,4.7,115.2,124.1
1274,27,2,B,L,Med,1,6,3.5,168.2,177.7
1275,27,2,B,L,AD,1,5.8,7.4,192,205.2
1276,27,3,A,L,Low,2,4.8,3.8,165.4,174
1277,27,3,A,L,Med,0,0,84.6,160.9,245.5
1278,27,3,A,L,AD,2,7.2,86.5,257.5,351.2
1279,27,3,A,L,Low,1,5.8,3.3,204.1,213.2
1280,27,3,A,L,Med,1,7.1,5.7,223.9,236.7
1281,27,3,A,L,AD,2,5.7,35.8,212.6,254.1
1282,27,3,A,L,Low,1,4.9,2.6,170.8,178.3
1283,27,3,A,L,Med,1,2.1,72,200.7,274.8
1284,27,3,A,L,AD,1,1.6,152.4,193.4,347.4
1285,27,3,A,L,Low,2,4.8,4.4,173.5,182.7
1286,27,3,A,L,Med,2,5.1,18.7,179.3,203.1
1287,27,3,A,L,AD,2,6,52.2,192.4,250.6
1288,27,3,A,L,Low,2,4.6,6.1,144.1,154.8
1289,27,3,A,L,Med,2,5.3,16.1,182.5,203.9
1290,27,3,A,L,AD,2,6.3,19.3,198.7,224.3
1291,27,3,B,L,Low,2,3.6,1.8,138.9,144.3
1292,27,3,B,L,Med,2,4.6,6.2,159.8,170.6
1293,27,3,B,L,AD,1,6.1,12.2,232.2,250.5
1294,27,3,B,L,Low,2,3.6,2.5,107.9,114
1295,27,3,B,L,Med,1,4,2.2,121.8,128
1296,27,3,B,L,AD,2,6.2,18.7,210.8,235.7
1297,27,3,B,L,Low,1,4.6,2.7,149.1,156.4
1298,28,1,A,L,Low,1,3.7,9.5,133.3,146.5
1299,28,1,A,L,Med,1,2.8,52.8,123.7,179.3
1300,28,1,A,L,AD,0,0,44.9,92.6,137.5
1301,28,1,A,L,Low,1,1.7,4.5,90,96.2
1302,28,1,A,L,Med,2,2.9,22,106.2,131.1
1303,28,1,A,L,AD,1,4.1,23.3,146.4,173.8
1304,28,1,A,S,Low,0,0,30.2,68.4,98.6
1305,28,1,A,L,Med,1,0.6,79.3,101.6,181.5
1306,28,1,A,L,AD,1,1,82,136.8,219.8
1307,28,1,A,S,Low,0,0,28,104.2,132.2
1308,28,1,A,S,Med,0,0,77.7,130,207.7
1309,28,1,A,S,AD,0,0,118,111.5,229.5
1310,28,1,A,L,Med,0,0,72.8,120.2,193
1311,28,1,A,L,AD,1,1.5,15.9,174.6,192
1312,28,1,B,L,Low,1,3.7,4.2,143.4,151.3
1313,28,1,B,L,Med,1,0.7,54.8,118.4,173.9
1314,28,1,B,L,AD,1,5.9,71,181.1,258
1315,28,1,B,L,Low,1,5.2,2.8,137.4,145.4
1316,28,1,B,S,Med,0,0,82.8,117.6,200.4
1317,28,1,B,L,AD,1,5.3,59.8,206,271.1
1318,28,1,B,L,Low,1,5.8,6.9,186.2,198.9
1319,28,2,A,S,Low,0,0,38.7,109.7,148.4
1320,28,2,A,L,Med,2,4,16.4,146.5,166.9
1321,28,2,A,L,AD,1,6.4,50.2,190.4,247
1322,28,2,A,L,Low,1,3.8,2.3,108.2,114.3
1323,28,2,A,L,Med,1,4.3,25.1,152.4,181.8
1324,28,2,A,L,AD,1,4.7,48.4,161.9,215
1325,28,2,A,L,Low,1,5.8,13.5,171.4,190.7
1326,28,2,A,L,Med,1,0.9,65.8,128.2,194.9
1327,28,2,A,L,AD,2,4.8,29.4,188.4,222.6
1328,28,2,A,L,Low,1,5.5,4.7,175.3,185.5
1329,28,2,A,L,Med,1,7,27.9,192.5,227.4
1330,28,2,A,L,AD,0,0,94.3,138,232.3
1331,28,2,A,L,Low,0,9,28.4,109.7,147.1
1332,28,2,A,L,Med,2,5.3,28.6,176.8,210.7
1333,28,2,A,L,AD,0,0,99.1,172,271.1
1334,28,2,B,L,Low,2,5.4,13.8,149.5,168.7
1335,28,2,B,L,Med,2,6.3,22.4,177.4,206.1
1336,28,2,B,L,AD,2,6.7,60.8,202.4,269.9
1337,28,2,B,L,Low,2,4.2,5.7,127.8,137.7
1338,28,2,B,L,Med,2,5.3,15.6,158.8,179.7
1339,28,2,B,L,AD,2,6.5,41.6,177.3,225.4
1340,28,2,B,L,Low,1,3.5,2.7,115.2,121.4
1341,28,2,B,L,Med,2,5,17.6,149.4,172
1342,28,2,B,L,AD,1,6.3,46.8,193.9,247
1343,28,2,B,L,Low,2,5.4,1.7,126.4,133.5
1344,28,2,B,L,Med,1,4.9,16.5,135.6,157
1345,28,2,B,L,AD,2,5.1,24.7,216.2,246
1346,28,2,B,L,Low,1,0.4,54,101,155.4
1347,28,2,B,L,AD,2,7.4,50.7,248.6,306.7
1348,28,3,A,L,Low,1,1.4,31.1,152.6,185.1
1349,28,3,A,L,Med,1,5.5,8.8,178.1,192.4
1350,28,3,A,S,AD,1,0.1,144.1,147.9,292.1
1351,28,3,A,S,Low,0,0,29.6,83.6,113.2
1352,28,3,A,L,Med,2,7.1,10.5,197.8,215.4
1353,28,3,A,L,AD,2,6.7,61.5,235.8,304
1354,28,3,A,L,Low,1,4,3.4,163.6,171
1355,28,3,A,L,Med,2,5.9,16.6,171.7,194.2
1356,28,3,A,L,AD,2,7.6,48.1,271.3,327
1357,28,3,A,L,Low,1,4.4,6.1,142.1,152.6
1358,28,3,A,L,Med,2,6.6,20,207.1,233.7
1359,28,3,A,L,AD,2,8.3,58.7,239.1,306.1
1360,28,3,A,L,Low,1,5.5,3.5,172.6,181.6
1361,28,3,A,S,Med,0,0,60.1,108.7,168.8
1362,28,3,A,L,AD,2,8.5,37.3,242.3,288.1
1363,28,3,B,L,Low,1,4.1,5.4,106.3,115.8
1364,28,3,B,L,Med,1,4.4,16.7,143.8,164.9
1365,28,3,B,L,AD,2,6.7,33.8,212,252.5
1366,28,3,B,S,Low,0,0,27.1,91.6,118.7
1367,28,3,B,L,Med,2,5.4,20.5,167.6,193.5
1368,28,3,B,L,AD,1,4.7,74.2,145.2,224.1
1369,28,3,B,L,Low,1,0.7,47.1,116.4,164.2
1370,28,3,B,L,Med,2,6.5,5.6,178.6,190.7
1371,28,3,B,L,AD,2,6.7,26.3,224.5,257.5
1372,28,3,B,L,Low,1,4.2,20,129,153.2
1373,28,3,B,L,Med,2,5.6,18.6,162.3,186.5
1374,28,3,B,L,AD,2,8.4,46,233.5,287.9
1375,28,3,B,S,Med,0,0,72.1,74,146.1
1376,28,3,B,L,AD,1,2,60.9,172.9,235.8
1377,29,1,A,L,Low,2,4.9,2.6,132.4,139.9
1378,29,1,A,L,Med,1,0.9,70.4,102.6,173.9
1379,29,1,A,L,AD,2,4.9,35.2,164.4,204.5
1380,29,1,A,L,Low,1,4.9,2.6,143.7,151.2
1381,29,1,A,L,Med,1,0.5,57.9,95.3,153.7
1382,29,1,A,L,AD,2,4.4,31.3,134.9,170.6
1383,29,1,A,L,Low,2,3.5,11.4,119.1,134
1384,29,1,A,L,Med,2,4.3,23.6,139.3,167.2
1385,29,1,A,L,AD,2,3.4,31,101.5,135.9
1386,29,1,A,L,Low,1,4.9,1.1,142.6,148.6
1387,29,1,A,L,Med,0,0,63.8,151.3,215.1
1388,29,1,A,L,AD,1,1.7,104.8,146.2,252.7
1389,29,1,A,L,Low,2,6,9.2,148.3,163.5
1390,29,1,A,L,Med,2,4.3,23,160.4,187.7
1391,29,1,A,L,AD,2,7,4.3,259.4,270.7
1392,29,1,B,L,Low,2,3.2,13.8,104.7,121.7
1393,29,1,B,L,Med,2,5.1,6.1,153.1,164.3
1394,29,1,B,L,AD,1,6.2,40.3,155.2,201.7
1395,29,1,B,L,Low,1,5.2,2.4,120.7,128.3
1396,29,1,B,L,Med,2,4.7,12.5,154.1,171.3
1397,29,1,B,L,AD,1,1.4,100.5,97.8,199.7
1398,29,1,B,L,Low,1,4,1.3,132.2,137.5
1399,29,1,B,L,Med,1,1.6,62.3,128.7,192.6
1400,29,1,B,L,AD,1,0.5,89.8,131.3,221.6
1401,29,1,B,L,Low,2,4.1,1.3,129.2,134.6
1402,29,1,B,L,Med,2,3.6,45.5,132.3,181.4
1403,29,1,B,L,AD,2,6.1,26.4,214.9,247.4
1404,29,1,B,L,Low,1,1.3,42.8,113,157.1
1405,29,1,B,L,Med,2,4.3,41.9,149.9,196.1
1406,29,1,B,L,AD,2,4.6,24,169.7,198.3
1407,29,2,A,L,Low,1,4.4,2,129.8,136.2
1408,29,2,A,L,Med,2,6,21.1,156.3,183.4
1409,29,2,A,L,AD,2,7.8,49.8,243,300.6
1410,29,2,A,L,Low,2,5.2,2.2,153.3,160.7
1411,29,2,A,S,Med,0,0,53.3,112.4,165.7
1412,29,2,A,S,AD,0,0,132.4,123.2,255.6
1413,29,2,A,L,Low,2,5.2,1.4,148.2,154.8
1414,29,2,A,L,Med,1,3,3.4,186.6,193
1415,29,2,A,L,AD,2,7,45.8,195.7,248.5
1416,29,2,A,L,Low,1,6.1,1.6,150.5,158.2
1417,29,2,A,L,Med,2,6.4,4.5,179.8,190.7
1418,29,2,A,L,AD,2,7.8,71.1,211.7,290.6
1419,29,2,A,L,Low,2,6.4,1.3,165.7,173.4
1420,29,2,A,L,Med,1,1.4,21.1,105.6,128.1
1421,29,2,A,L,AD,2,3.6,2.7,121.8,128.1
1422,29,2,B,L,Low,2,3.6,1.4,110.3,115.3
1423,29,2,B,L,Med,1,4.5,5,153.5,163
1424,29,2,B,L,AD,2,6.1,44,172,222.1
1425,29,2,B,L,Low,2,4.1,1.5,106.2,111.8
1426,29,2,B,L,Med,2,5.2,14.7,126.3,146.2
1427,29,2,B,L,AD,2,4.7,46.5,140.5,191.7
1428,29,2,B,L,Low,2,4.5,1.6,108.1,114.2
1429,29,2,B,L,Med,1,4.7,9.5,157,171.2
1430,29,2,B,L,AD,2,5.7,34.7,154.1,194.5
1431,29,2,B,L,Low,2,4.2,23.8,133.2,161.2
1432,29,2,B,L,Med,1,1.1,80,112.5,193.6
1433,29,2,B,L,AD,1,0.8,98.6,137.2,236.6
1434,29,2,B,L,Low,1,5.5,1.8,135.9,143.2
1435,29,2,B,L,Med,2,6.2,7.7,169.2,183.1
1436,29,2,B,S,AD,0,0,91.3,138.5,229.8
1437,29,3,A,L,Low,1,3.9,0.9,113,117.8
1438,29,3,A,L,Med,1,4.6,2.9,158.3,165.8
1439,29,3,A,L,AD,2,78,48.2,255.5,311.5
1440,29,3,A,S,Low,0,0,40.2,89.5,129.7
1441,29,3,A,L,Med,2,5.9,10.1,129.5,145.5
1442,29,3,A,L,AD,2,6.8,39.1,234.2,280.1
1443,29,3,A,L,Low,2,4.4,2.4,125.6,132.4
1444,29,3,A,L,Med,1,5.2,3.1,139.8,148.1
1445,29,3,A,L,AD,2,6.7,14.9,216.7,238.3
1446,29,3,A,L,Low,2,5.5,2,140.5,148
1447,29,3,A,L,Med,2,6.3,2.9,177.1,186.3
1448,29,3,A,L,AD,2,6.3,51.5,155.5,213.3
1449,29,3,A,L,Low,1,5.1,4,129,138.1
1450,29,3,A,L,Med,2,4.9,5.2,152.5,162.6
1451,29,3,A,L,AD,2,6.1,77.7,168.1,251.9
1452,29,3,B,L,Low,2,5.8,1.7,127.1,134.6
1453,29,3,B,L,Med,2,5.2,4.9,149.3,159.4
1454,29,3,B,L,AD,2,6.1,78.4,181.4,265.9
1455,29,3,B,L,Low,1,5.1,3.1,131,139.2
1456,29,3,B,L,Med,2,6.5,5.3,157.7,169.5
1457,29,3,B,L,AD,1,5.4,29.6,209.1,244.1
1458,29,3,B,L,Low,1,3.1,1.5,114.4,119
1459,29,3,B,L,Med,1,1.6,68.6,129.4,199.6
1460,29,3,B,L,AD,2,6,26.2,185,217.2
1461,29,3,B,L,Low,1,4.2,13.1,123.2,140.5
1462,29,3,B,L,Med,1,4.6,10.9,170.4,185.9
1463,29,3,B,L,AD,1,10,28.6,224.5,263.1
1464,29,3,B,L,Low,1,4.2,3.6,116.4,124.2
1465,29,3,B,L,Med,1,3.5,16.2,131.2,150.9
1466,29,3,B,L,AD,1,4.7,91.8,176.5,273
1467,30,1,A,L,Low,1,1.8,46.5,101,149.3
1468,30,1,A,L,Med,0,0,72.8,99.7,172.5
1469,30,1,A,L,AD,2,5.2,43.3,161.6,210.1
1470,30,1,A,L,Low,1,0.9,39.9,101,141.8
1471,30,1,A,L,Med,1,3.9,11.7,143.9,159.5
1472,30,1,A,L,AD,1,4.8,21.4,168.4,194.6
1473,30,1,A,L,Low,0,0,53.1,93.4,146.5
1474,30,1,A,L,Med,1,5.1,18.1,147.6,170.8
1475,30,1,A,L,AD,2,6.6,61.6,191,259.2
1476,30,1,A,L,Low,1,4.7,6.6,120.4,131.7
1477,30,1,A,S,Med,0,0,52.1,97.2,149.3
1478,30,1,A,L,AD,2,4.3,27.8,136.3,168.4
1479,30,1,A,L,Low,1,3.3,6.3,126.6,136.2
1480,30,1,A,L,AD,1,1.2,87.9,127.6,216.7
1481,30,1,A,L,AD,0,0,90.7,176.7,267.4
1482,30,1,B,S,Low,0,0,31.6,107.1,138.7
1483,30,1,B,L,Med,1,2.2,35.5,119.9,157.6
1484,30,1,B,L,AD,0,0,79.9,196.1,276
1485,30,1,B,L,Low,1,6,6.9,166.2,179.1
1486,30,1,B,L,Med,2,6.1,7.4,174.8,188.3
1487,30,1,B,L,AD,2,6.3,63.3,199.9,269.5
1488,30,1,B,L,Low,1,0.6,47.5,126.8,174.9
1489,30,1,B,L,Med,0,0,87.6,140.9,228.5
1490,30,1,B,L,AD,2,9.8,50.1,251.6,311.5
1491,30,1,B,L,Low,2,6.2,8,185.1,199.3
1492,30,1,B,L,Med,0,0,64.6,135.7,200.3
1493,30,1,B,L,AD,2,6.6,54.6,222.9,284.1
1494,30,1,B,L,Low,1,1.2,42.1,125.2,168.5
1495,30,1,B,L,Med,2,6.6,27,178.9,212.5
1496,30,1,B,L,AD,1,0.4,141.6,163.4,305.4
1497,30,2,A,L,Low,1,5.3,2,150,157.3
1498,30,2,A,L,Med,2,4.3,6.9,157.4,168.6
1499,30,2,A,L,AD,1,3.2,60.2,167.1,230.5
1500,30,2,A,L,Low,2,4.5,1.6,110.5,116.6
1501,30,2,A,L,Med,1,5.7,37.2,197.1,240
1502,30,2,A,L,AD,2,3.5,20.2,182.4,206.1
1503,30,2,A,L,Low,2,4.5,2.2,163.6,170.3
1504,30,2,A,L,Med,2,6.2,19,179.4,204.6
1505,30,2,A,S,AD,1,0.6,75.6,106.3,182.5
1506,30,2,A,S,Low,0,0,1.3,101.2,102.5
1507,30,2,A,L,Med,1,6.2,4.5,178.3,189
1508,30,2,A,L,AD,0,0,116.8,147.6,264.4
1509,30,2,A,L,Low,1,0.8,13.5,103.6,117.9
1510,30,2,A,L,Med,2,4.8,1.3,142.9,149
1511,30,2,A,L,AD,1,4.6,9.2,160.9,174.7
1512,30,2,B,L,Low,0,0,36.8,113.5,150.3
1513,30,2,B,L,Med,1,0.3,61.4,111.7,173.4
1514,30,2,B,L,AD,2,7.5,7.2,197.8,212.5
1515,30,2,B,L,Low,1,0.5,23.2,132,155.7
1516,30,2,B,L,Med,1,1.3,26,113.1,140.4
1517,30,2,B,L,AD,2,6.2,40.5,172.3,219
1518,30,2,B,L,Low,2,4.2,3.1,140.9,148.2
1519,30,2,B,L,Med,1,1.1,65.7,108,174.8
1520,30,2,B,L,AD,1,7.2,67.4,245.2,319.8
1521,30,2,B,L,Low,1,5.5,2.3,150.8,158.6
1522,30,2,B,L,Med,1,5.3,27.7,136.5,169.5
1523,30,2,B,L,AD,1,3.1,101.2,193.1,297.4
1524,30,2,B,L,Low,2,5.5,3.7,151.4,160.6
1525,30,2,B,S,Med,1,1.6,39,115,155.6
1526,30,2,B,S,AD,0,0,76,125.7,201.7
1527,30,3,A,L,Low,2,4.4,2.9,145.9,153.2
1528,30,3,A,L,Med,1,1.5,59.2,134.3,195
1529,30,3,A,L,AD,2,7.2,41.2,251.3,299.7
1530,30,3,A,L,Low,2,4.5,4.1,170.6,179.2
1531,30,3,A,L,Med,1,6,12.2,176.8,195
1532,30,3,A,L,AD,2,6.6,15.4,197.8,219.8
1533,30,3,A,S,Low,0,0,39,70.3,109.3
1534,30,3,A,L,Med,2,6.4,13.4,215.1,234.9
1535,30,3,A,L,AD,2,7.8,18.1,271.8,297.7
1536,30,3,A,L,Low,2,6,8,187,201
1537,30,3,A,L,Med,1,6.3,36.1,186.9,229.3
1538,30,3,A,S,AD,0,0,150.2,150.8,301
1539,30,3,A,L,Low,2,5.4,9,174.7,189.1
1540,30,3,A,S,Med,0,0,43.3,108.8,152.1
1541,30,3,B,L,Low,0,0,32.8,73.6,106.4
1542,30,3,B,L,Med,0,0,66.7,107.9,174.6
1543,30,3,B,S,AD,0,0,119.8,143.9,263.7
1544,30,3,B,S,Low,0,0,33,88.9,121.9
1545,30,3,B,S,Med,0,0,46.9,87.7,134.6
1546,30,3,B,S,AD,0,0,97.3,128.8,226.1
1547,30,3,B,L,Low,2,4.1,8,115.7,127.8
1548,30,3,B,S,Med,0,0,106.9,113.6,220.5
1549,30,3,B,L,AD,0,0,76.1,118.1,194.2
1550,30,3,B,S,Low,0,0,17.7,86.3,104
1551,30,3,B,S,Med,0,0,46.7,100.3,147
1552,30,3,B,S,AD,0,0,133.1,131.9,265
1553,30,3,B,L,Low,2,4.8,27,126.5,158.3
1554,32,1,A,S,Med,0,0,63.3,90.1,153.4
1555,32,1,A,L,AD,1,1.2,100.7,108.9,210.8
1556,32,1,A,S,Low,0,0,16.7,117,133.7
1557,32,1,A,S,Med,0,0,11.8,190.5,202.3
1558,32,1,A,L,AD,1,2.4,38.7,189.6,230.7
1559,32,1,A,L,Low,1,5.1,12.8,139.7,157.6
1560,32,1,A,S,Med,1,1.2,2.9,141.3,145.4
1561,32,1,A,S,AD,1,3.7,8.3,197.4,209.4
1562,32,1,A,L,Low,1,2.3,3.4,147.9,153.6
1563,32,1,A,S,Med,0,0,19.1,129.5,148.6
1564,32,1,B,L,Low,2,1.6,6.9,101.9,110.4
1565,32,1,B,L,Med,1,0.9,76.5,126.8,204.2
1566,32,1,B,L,AD,1,6.5,47.9,199.7,254.1
1567,32,1,B,S,Low,0,0,28.7,100.3,129
1568,32,1,B,S,Med,0,0,63.2,101.3,164.5
1569,32,1,B,L,AD,2,5.4,49.5,171.8,226.7
1570,32,1,B,L,Low,2,5.3,3.6,128.3,137.2
1571,32,1,B,L,Med,2,5.8,8.8,162.5,177.1
1572,32,1,B,L,AD,2,4.8,28,157.8,190.6
1573,32,1,B,L,Low,2,2.4,12.4,113.2,128
1574,32,1,B,L,Med,2,4.1,18.6,167.7,190.4
1575,32,1,B,L,AD,2,8.4,32.7,227.3,268.4
1576,32,1,B,L,Low,1,3.6,9.7,143.4,156.7
1577,32,1,B,L,Med,1,0.9,64.4,142.3,207.6
1578,32,1,B,L,AD,1,3.5,7,174,184.5
1579,32,2,A,L,Low,1,0.1,26,106.9,133
1580,32,2,A,L,Med,1,0.2,73.5,113.8,187.5
1581,32,2,A,L,AD,1,0.3,95.7,109.2,205.2
1582,32,2,A,S,Low,0,0,32.8,100.6,133.4
1583,32,2,A,L,Med,1,5,16.5,146.9,168.4
1584,32,2,A,L,AD,2,4.5,27.4,133.6,165.5
1585,32,2,A,L,Low,2,3.2,6,115.3,124.5
1586,32,2,A,L,Med,1,4.8,27.7,115.5,148
1587,32,2,A,S,AD,0,0,95.2,120.6,215.8
1588,32,2,A,L,Low,0,0,12.9,97.5,110.4
1589,32,2,A,L,Med,2,5.1,27,162.8,194.9
1590,32,2,A,L,AD,1,5.3,14.1,165.1,184.5
1591,32,2,A,L,Low,1,4.2,1.9,130.8,136.9
1592,32,2,A,L,Med,0,0,57.6,133.6,191.2
1593,32,2,A,L,AD,1,6.8,3.9,231,241.7
1594,32,2,B,L,Low,2,3.3,0.9,104.4,108.6
1595,32,2,B,L,Med,0,0,56.7,88,144.7
1596,32,2,B,L,AD,2,4,2.8,165.9,172.7
1597,32,2,B,L,Low,2,4.7,4.9,154.8,164.4
1598,32,2,B,L,Med,1,1.4,4,134.3,139.7
1599,32,2,B,S,AD,0,0,150.8,154.4,305.2
1600,32,2,B,S,Low,0,0,21.2,80.1,101.3
1601,32,2,B,L,Med,1,0.2,63.9,90.2,154.3
1602,32,2,B,L,AD,1,0.8,30.2,102,133
1603,32,2,B,S,Med,0,0,13.5,133.3,146.8
1604,32,2,B,L,AD,2,5.4,5.2,167.2,177.8
1605,32,2,B,L,Low,2,4.2,5.2,110.8,120.2
1606,32,2,B,L,Low,1,4.4,1.6,107,113
1607,32,2,B,L,AD,2,5.2,7.2,115.4,127.8
1608,32,3,A,L,Low,1,0.9,5.6,105.1,111.6
1609,32,3,A,L,Med,2,3.5,3.8,122.5,129.8
1610,32,3,A,L,AD,1,3.3,10.3,111.9,125.5
1611,32,3,A,L,Low,1,3.5,4.4,96.3,104.2
1612,32,3,A,S,Med,0,0,6.1,115.4,121.5
1613,32,3,A,L,AD,1,2.6,2.2,126.1,130.9
1614,32,3,A,L,Low,1,1.3,9.8,88.1,99.2
1615,32,3,A,L,Med,1,3.4,4.2,115.1,122.7
1616,32,3,A,S,AD,1,0.9,14.1,77,92
1617,32,3,A,S,Low,0,0,27.5,62.2,89.7
1618,32,3,B,S,Low,0,0,22.3,84.1,106.4
1619,32,3,B,S,Med,1,0.5,40.6,98,139.1
1620,32,3,B,L,AD,2,7.1,30.7,191.1,228.9
1621,32,3,B,L,Low,1,4.2,4.9,127.2,136.3
1622,32,3,B,L,Med,1,3.5,24.6,101,129.1
1623,32,3,B,S,AD,1,0.8,99,125,224.8
1624,32,3,B,L,Low,2,4.1,2.8,125.9,132.8
1625,32,3,B,L,Med,2,5.9,8.8,127.7,142.4
1626,32,3,B,L,AD,2,5.6,42.7,132.7,181
1627,32,3,B,L,Low,2,4.7,4.5,114.7,123.9
1628,32,3,B,L,Med,1,3.8,16.7,120.5,141
1629,32,3,B,L,AD,1,5.5,36.3,127.5,169.3
1630,32,3,B,L,Low,1,3.6,2.6,107.4,113.6
