Animal,Sire,Dam,Bucket,Wing_Morph,Food,State_DLM,DLM_Mass,Ovary_Mass,Remaining_Mass,Total_Mass
3878,74,3,B,L,Med,2,5.6,18.2,153.8,177.6
3879,74,3,B,L,AD,2,7.1,45.5,218.8,271.4
3880,74,3,B,L,Low,1,0.5,23.1,116.2,139.8
3881,74,3,B,L,Med,2,5.1,11.2,154.8,171.1
3882,74,3,B,L,AD,2,6.7,37.2,212.6,256.5
3883,74,3,B,L,Low,2,6.8,4.4,131,142.2
3884,74,3,B,L,Med,2,7.1,16.8,145.4,169.3
3885,74,3,B,L,AD,2,7.5,40.5,167.6,215.6
3886,76,1,A,L,Low,2,5,3.9,145.2,154.1
3887,76,1,A,L,Med,2,5.7,28.8,155.9,190.4
3888,76,1,A,L,AD,2,7.2,28.9,192.7,228.8
3889,76,1,A,L,Low,2,3,4.9,120.4,128.3
3890,76,1,A,L,Med,2,5.7,13.6,165.2,184.5
3891,76,1,A,L,AD,2,7.1,47.1,186.6,240.8
3892,76,1,A,L,Low,1,4.4,3.3,125.2,132.9
3893,76,1,A,L,Med,2,5.1,7.5,156,168.6
3894,76,1,A,L,AD,2,5.7,30.2,202.4,238.3
3895,76,1,A,L,Low,2,6.2,4.2,162.9,173.3
3896,76,1,A,L,Med,2,5.9,19.2,173,198.1
3897,76,1,A,L,AD,2,5.7,42.8,154.6,203.1
3898,76,1,A,L,Low,2,3.8,5.1,120.3,129.2
3899,76,1,A,L,Med,2,5.8,20.9,149.7,176.4
3900,76,1,A,L,AD,2,8.5,28.8,220.3,257.6
3901,76,1,B,L,Low,2,4.8,5.2,145.6,155.6
3902,76,1,B,S,Med,1,0.7,59.2,99.3,159.2
3903,76,1,B,L,AD,2,6.6,29.5,201.5,237.6
3904,76,1,B,L,Low,2,6.6,5.4,145.2,157.2
3905,76,1,B,L,Med,2,5.4,23.3,161.4,190.1
3906,76,1,B,L,AD,2,5.2,28.5,176.3,210
3907,76,1,B,L,Low,2,4.2,0.7,105.2,110.1
3908,76,1,B,L,Med,2,5,25.2,127.5,157.7
3909,76,1,B,L,AD,2,6.3,24.4,181.3,212
3910,76,1,B,L,Low,2,4.8,6.6,132.8,144.2
3911,76,1,B,L,Med,2,4.5,17.3,145.5,167.3
3912,76,1,B,L,AD,2,6.6,18.5,178.5,203.6
3913,76,1,B,L,Low,1,3.7,6.6,103.9,114.2
3914,76,1,B,L,Med,2,4.8,10.9,143.3,159
3915,76,1,B,L,AD,2,5.3,19.9,173.4,198.6
3916,76,2,A,L,Low,2,5.4,2.9,146.8,155.1
3917,76,2,A,L,Med,2,7.1,21.1,175,203.2
3918,76,2,A,L,AD,2,6,11.1,184.4,201.5
3919,76,2,A,L,Low,2,5.8,1.6,155.1,162.5
3920,76,2,A,L,Med,2,5.8,19.5,151.6,176.9
3921,76,2,A,L,AD,2,6.4,43,182.5,231.9
3922,76,2,A,L,Low,2,4.6,2.6,114.3,121.5
3923,76,2,A,L,Med,2,5.4,10,133.5,148.9
3924,76,2,A,L,AD,2,8.7,23.4,220.6,252.7
3925,76,2,A,L,Low,2,4.9,3.5,109.6,118
3926,76,2,A,L,Med,2,5.3,4.1,152.6,162
3927,76,2,A,L,Low,2,4.8,2.7,118.9,126.4
3928,76,2,A,L,Med,0,0,56.1,80.5,136.6
3929,76,2,A,S,AD,1,2.6,55.5,183.5,241.6
3930,76,2,B,L,Low,2,6.4,15.3,184.8,206.5
3931,76,2,B,L,Med,2,5.1,11.4,170.2,186.7
3932,76,2,B,L,AD,2,9.5,29.5,213.4,252.4
3933,76,2,B,L,Low,2,4.7,4.1,128.8,137.6
3934,76,2,B,L,Med,2,6.7,23.5,199.5,229.7
3935,76,2,B,L,AD,2,6.7,26.7,193.6,227
3936,76,2,B,L,Low,2,6.3,1.9,140.8,149
3937,76,3,A,L,Low,2,4.6,2.9,151.6,159.1
3938,76,3,A,L,Med,1,6.1,7.1,150.1,163.3
3939,76,3,A,L,AD,1,6.4,28.6,223,258
3940,76,3,A,L,Low,1,0.9,38.5,87.8,127.2
3941,76,3,A,L,Med,1,5,17.5,140.6,163.1
3942,76,3,A,L,AD,1,3.9,3.6,132.8,140.3
3943,76,3,A,L,Low,2,5.5,3.5,129.2,138.2
3944,76,3,A,L,Med,2,4.3,20.1,170.3,194.7
3945,76,3,A,L,AD,2,5.2,20.8,185.5,211.5
3946,76,3,A,L,Low,2,5,3.4,142,150.4
3947,76,3,A,L,Med,2,4.7,12.7,153.5,170.9
3948,76,3,A,L,AD,1,5.3,37.4,180.7,223.4
3949,76,3,A,L,Low,1,5,5.5,147.1,157.6
3950,76,3,A,L,Med,1,5,12.3,144,161.3
3951,76,3,A,L,AD,1,6.6,30,188.6,225.2
3952,76,3,B,L,Low,2,4.9,2,135.1,142
3953,76,3,B,L,Med,2,5.7,9.9,156.4,172
3954,76,3,B,L,AD,2,6.4,43.9,145.2,195.5
3955,76,3,B,L,Low,2,3.8,2.9,112,118.7
3956,76,3,B,L,Med,2,4.1,10.6,123.7,138.4
3957,76,3,B,L,AD,2,5.9,13.2,186.6,205.7
3958,76,3,B,L,Low,2,4,3.2,125.4,132.6
3959,76,3,B,L,Med,2,4.9,11,155.8,171.7
3960,76,3,B,L,AD,2,7.1,24.5,187.8,219.4
3961,76,3,B,L,Low,1,3.1,21.8,87.8,112.7
3962,76,3,B,L,Med,2,5.4,8.3,146.8,160.5
3963,76,3,B,L,AD,2,5.7,53.7,157.3,216.7
3964,76,3,B,L,Low,2,4.6,5.5,130.2,140.3
3965,76,3,B,L,Med,2,5.4,11.3,142.4,159.1
3966,76,3,B,L,AD,1,2.6,67.8,153.2,223.6
3967,77,1,A,L,Low,2,4,4.1,135.2,143.3
3968,77,1,A,L,Med,2,5.1,22.3,149.8,177.2
3969,77,1,A,L,AD,2,6.2,32.9,205.2,244.3
3970,77,1,A,L,Low,2,6.4,3.6,151.6,161.6
3971,77,1,A,L,Med,2,5.7,19.2,179.4,204.3
3972,77,1,A,L,AD,2,5.7,65,170,240.7
3973,77,1,A,L,Low,2,5,8.5,117.6,131.1
3974,77,1,A,L,Med,2,5.2,19.7,140.7,165.6
3975,77,1,A,L,AD,2,6.9,74.7,218.6,300.2
3976,77,1,A,L,Low,2,5.7,5.3,154.1,165.1
3977,77,1,A,L,Med,2,5.6,18.4,167.2,191.2
3978,77,1,A,L,AD,2,5.6,51.6,206.8,264
3979,77,1,A,L,Low,2,3.5,4.1,112.4,120
3980,77,1,A,L,Med,1,3.1,2.9,98.9,104.9
3981,77,1,A,L,AD,2,4.6,36.8,153.6,195
3982,77,1,B,L,Low,2,4.3,1.9,109,115.2
3983,77,1,B,L,Med,2,5.9,19.9,187.3,213.1
3984,77,1,B,L,AD,2,5.9,48,190,243.9
3985,77,1,B,L,Low,2,4.7,7.3,102.6,114.6
3986,77,1,B,L,Med,2,4.9,25,148.4,178.3
3987,77,1,B,L,AD,2,5.6,37.6,205.4,248.6
3988,77,1,B,L,Low,2,4.4,8.6,122.1,135.1
3989,77,1,B,L,Med,1,5.5,3.8,155,164.3
3990,77,1,B,L,AD,2,4.4,25.1,146.4,175.9
3991,77,1,B,L,Low,2,5.2,11.1,127.6,143.9
3992,77,1,B,L,Med,2,5.3,28.5,140.8,174.6
3993,77,1,B,L,AD,2,5.3,32.2,191.9,229.4
3994,77,1,B,L,Low,2,4.3,7.8,115.9,128
3995,77,1,B,L,Med,2,4.9,18.1,132.5,155.5
3996,77,1,B,L,AD,2,5.6,32.3,167.1,205
3997,77,2,A,L,Low,1,1.5,17.6,102.6,121.7
3998,77,2,A,L,Med,2,5,3.1,118.8,126.9
3999,77,2,A,L,AD,2,3.2,36.4,148.6,188.2
4000,77,2,A,L,Low,2,3.7,2.4,93.4,99.5
4001,77,2,A,L,Med,2,5.6,12.2,129.3,147.1
4002,77,2,A,L,AD,2,4.9,41.1,166.8,212.8
4003,77,2,A,L,Low,2,4,3.3,107,114.3
4004,77,2,A,L,Med,0,0,45.9,91,136.9
4005,77,2,A,L,AD,1,1,56,93,150
4006,77,2,A,L,Low,2,4.4,1.6,113.6,119.6
4007,77,2,A,L,Med,2,2,31.8,109.5,143.3
4008,77,2,A,L,AD,2,3.4,5.9,100.7,110
4009,77,2,A,L,Low,2,3.5,2.3,125.6,131.4
4010,77,2,A,L,Med,2,3.8,12.1,131.7,147.6
4011,77,2,A,L,AD,2,3.7,32.6,155.3,191.6
4012,77,2,B,L,Low,2,4.9,5.3,124.1,134.3
4013,77,2,B,L,Med,2,6.2,9.1,159.9,175.2
4014,77,2,B,L,AD,2,7.9,24.4,214.8,247.1
4015,77,2,B,L,Low,1,4.5,2.4,118.2,125.1
4016,77,2,B,L,Med,2,5.6,11.7,155.2,172.5
4017,77,2,B,L,AD,2,6.9,30.7,170.3,207.9
4018,77,2,B,L,Low,2,1.2,36.7,91,128.9
4019,77,2,B,L,Med,2,6.4,8.9,155.2,170.5
4020,77,2,B,L,AD,2,7.1,10.6,167.1,184.8
4021,77,2,B,L,Low,2,4.9,2.7,139.5,147.1
4022,77,2,B,L,Med,2,5.6,8.9,158.6,173.1
4023,77,2,B,L,AD,2,4.2,32,143,179.2
4024,77,2,B,L,Low,2,4.4,2.7,116,123.1
4025,77,2,B,L,Med,2,4.7,8.4,143.1,156.2
4026,77,2,B,L,AD,2,5.2,39.2,189.1,233.5
4027,77,3,A,L,Low,2,4.6,9.8,133.9,148.3
4028,77,3,A,L,Med,2,6,22.7,186.7,215.4
4029,77,3,A,L,AD,2,6.2,6.3,208.9,221.4
4030,77,3,A,L,Low,2,4.8,5.2,122.5,132.5
4031,77,3,A,L,Med,2,6.1,7,153.1,166.2
4032,77,3,A,L,AD,2,5.5,8.1,159.2,172.8
4033,77,3,A,L,Low,1,2.1,14.9,91.7,108.7
4034,77,3,A,L,Med,1,2,50.8,117.3,170.1
4035,77,3,A,L,AD,2,5.9,11.8,208.1,225.8
4036,77,3,A,L,Low,1,4.2,2.6,128,134.8
4037,77,3,A,S,Med,0,0,65.4,77.5,142.9
4038,77,3,A,S,AD,0,0,44.7,256.8,301.5
4039,77,3,A,L,Low,2,4.9,2,132.5,139.4
4040,77,3,A,L,Med,2,6.3,3.1,179.6,189
4041,77,3,A,S,AD,0,0,113.2,144.3,257.5
4042,78,2,A,L,Low,2,3.6,2.3,104.1,110
4043,78,2,A,L,Med,1,5.9,2.4,150.9,159.2
4044,78,2,A,L,AD,0,0,55.9,189.7,245.6
4045,78,2,A,L,Low,1,0.9,9,109.5,119.4
4046,78,2,A,L,Med,2,3.3,20.5,150,173.8
4047,78,2,A,L,AD,2,4.3,14.9,187.2,206.4
4048,78,2,A,L,Low,1,4.6,9.8,128.7,143.1
4049,78,2,A,L,Med,2,3.8,2.5,122.5,128.8
4050,78,2,A,L,AD,1,3.2,7.2,187.9,198.3
4051,78,2,A,L,Low,0,0,27.4,100.9,128.3
4052,78,2,A,L,Med,1,2.1,13.2,138.7,154
4053,78,2,A,L,AD,0,0,83,111.6,194.6
4054,78,2,A,S,Low,0,0,27.9,77.4,105.3
4055,78,2,A,L,Med,1,4.7,7.5,130.4,142.6
4056,78,2,A,L,AD,2,3.9,30.9,119.2,154
4057,78,2,B,L,Low,1,1.8,45,124.6,171.4
4058,78,2,B,L,Med,2,3.2,21.2,122.4,146.8
4059,78,2,B,L,AD,2,4.9,61.7,160.7,227.3
4060,78,2,B,L,Low,1,3.1,14.7,107.1,124.9
4061,78,2,B,L,Med,1,4.9,14.7,146,165.6
4062,78,2,B,L,AD,1,5,20.6,190,215.6
4063,78,2,B,L,Low,1,3.7,3.1,124.5,131.3
4064,78,2,B,L,Med,1,4.6,5.7,137,147.3
4065,78,2,B,L,AD,1,5.2,3.3,152.8,161.3
4066,78,2,B,L,Low,1,4.7,2.4,121.5,128.6
4067,78,2,B,L,Med,1,3.1,26.3,107,136.4
4068,78,2,B,L,AD,1,4.6,27.8,127.5,159.9
4069,78,2,B,L,Low,1,3.8,9.4,108,121.2
4070,78,2,B,L,Med,2,4.2,35.3,125.8,165.3
4071,78,2,B,L,AD,1,4.7,46.7,129.6,181
4072,78,3,A,L,Low,2,2.9,4.2,119.9,127
4073,78,3,A,L,Low,1,5.6,19.4,155.2,180.2
4074,78,3,A,L,AD,2,4.9,32.2,184.2,221.3
4075,78,3,A,L,Low,2,4.8,1.6,107.1,113.5
4076,78,3,A,L,Med,1,1.3,64.3,105.9,171.5
4077,78,3,A,L,AD,1,5.6,29.9,130.4,165.9
4078,78,3,A,L,Low,1,3.9,5.1,124.9,133.9
4079,78,3,A,L,Med,1,3.9,13.2,124.6,141.7
4080,78,3,A,L,AD,1,4.9,22,167.5,194.4
4081,78,3,A,L,Low,1,3.5,1.6,94.4,99.5
4082,78,3,A,L,Med,2,3.5,14.6,111,129.1
4083,78,3,A,L,AD,2,5,22.1,204.5,231.6
4084,78,3,A,L,Low,1,4.3,2.9,135.2,142.4
4085,78,3,A,S,Med,0,0,68.7,96.6,165.3
4086,78,3,B,L,Low,1,4,2.3,155,161.3
4087,78,3,B,L,Med,1,5.4,9.3,164.9,179.6
4088,78,3,B,L,AD,2,5.2,41.5,178.1,224.8
4089,78,3,B,L,Med,0,0,82.6,96.3,178.9
4090,78,3,B,L,AD,2,5,23.4,172.8,201.2
4091,78,3,B,L,Low,2,3.7,2.7,97.8,104.2
4092,78,3,B,L,AD,1,4.9,50,155.2,210.1
4093,78,3,B,L,Low,1,2.9,3.3,136.6,142.8
4094,78,3,B,L,Med,1,5.9,9.8,117.8,133.5
4095,78,3,B,L,AD,2,6.8,41.9,222.5,271.2
4096,78,3,B,L,Low,1,5.2,5.5,116.1,126.8
4097,78,3,B,L,Med,2,4.9,33.5,132.6,171
4098,78,3,B,L,AD,2,6.8,33.3,214.5,254.6
4099,80,1,A,L,Low,0,0,27.1,84.3,111.4
4100,80,1,A,L,Med,0,0,48.4,114.4,162.8
4101,80,1,A,S,AD,0,0,29.2,132.5,161.7
4102,80,1,A,L,Low,1,3.1,6.4,96.5,106
4103,80,1,A,L,Med,1,4.4,25.8,123.6,153.8
4104,80,1,A,L,AD,0,0,18.5,122,140.5
4105,80,1,A,L,Low,2,3.9,1,91.3,96.2
4106,80,1,A,L,Med,0,0,4.8,101.1,105.9
4107,80,1,A,L,AD,1,1.9,121.8,172.6,296.3
4108,80,1,A,L,Low,2,4.9,5.7,123,133.6
4109,80,1,A,L,Med,0,0,9.3,130.3,139.6
4110,80,1,A,L,AD,1,2.7,37.7,172.2,212.6
4111,80,1,A,L,Low,1,3.6,9.4,126.4,139.4
4112,80,1,A,S,Med,0,0,27.2,106.3,133.5
4113,80,1,A,L,AD,0,0,9.6,138.2,147.8
4114,80,1,B,L,Med,2,3,59,128.7,190.7
4115,80,1,B,L,AD,1,2.4,123.7,141.8,267.9
4116,80,1,B,L,Low,2,5,5.8,114,124.8
4117,80,1,B,S,Med,0,0,69.2,106.5,175.7
4118,80,1,B,L,AD,2,6.9,77,184.5,268.4
4119,80,1,B,L,Low,2,5.7,21,156.5,183.2
4120,80,1,B,L,Med,2,6,26.6,160,192.6
4121,80,1,B,L,AD,2,6,55.5,170.6,232.1
4122,80,1,B,L,Low,2,5.5,10.2,114.1,129.8
4123,80,1,B,S,Med,0,0,55.3,91.4,146.7
4124,80,1,B,L,AD,2,6.1,37,156.8,199.9
4125,80,1,B,L,Low,1,2.2,21.6,84.8,108.6
4126,80,1,B,L,Med,2,6.2,20.3,167.1,193.6
4127,80,1,B,L,AD,2,7.7,50.2,208.1,266
4128,80,2,A,L,Low,1,3.3,4.6,150.6,158.5
4129,80,2,A,L,Med,0,0,73.7,130.2,203.9
4130,80,2,A,L,AD,1,6.9,50.3,196.2,253.4
4131,80,2,A,L,Low,2,5,9.2,159.4,173.6
4132,80,2,B,L,Low,1,4.5,33.5,154.8,192.8
4133,80,2,B,L,Med,1,2.2,69,123.1,194.3
4134,80,2,B,L,AD,1,4.9,54.2,179.2,238.3
4135,80,2,B,L,Low,1,2.7,15.6,163.3,181.6
4136,80,2,B,L,Med,1,4.5,25,141,170.5
4137,80,2,B,L,AD,2,6.5,58.9,186.2,251.6
4138,80,2,B,L,Low,2,5,5.8,142,152.8
4139,80,2,B,S,Med,0,0,37.2,107.1,144.3
4140,80,2,B,L,AD,1,4.7,19.5,136.2,160.4
4141,80,2,B,L,Low,2,4,10.8,117.8,132.6
4142,80,2,B,L,Med,0,0,55.1,107.3,162.4
4143,80,2,B,S,AD,0,0,112.2,122.2,234.4
4144,80,2,B,L,Low,1,6.9,13.4,183.3,203.6
4145,80,2,B,L,Med,2,4.9,27.6,147.2,179.7
4146,80,3,A,L,Low,1,5.2,8.1,131.5,144.8
4147,80,3,A,L,Med,2,5.3,23.5,163.2,192
4148,80,3,A,S,AD,0,0,166.4,140.8,307.2
4149,80,3,A,L,Low,1,5.4,16.7,134.2,156.3
4150,80,3,A,L,Med,1,6,14.3,133.8,154.1
4151,80,3,A,L,AD,1,6.8,44,174.8,225.6
4152,80,3,A,L,Low,1,3.9,3,120.3,127.2
4153,80,3,A,S,Med,0,0,72.2,89.2,161.4
4154,80,3,A,L,AD,1,5.8,42.6,214.4,262.8
4155,80,3,A,L,Low,1,5.4,14.1,151.5,171
4156,80,3,A,L,Med,0,0,70,127.1,197.1
4157,80,3,A,S,AD,0,0,98.3,122.4,220.7
4158,80,3,A,L,Low,1,4.3,8.1,157.7,170.1
4159,80,3,A,L,Med,0,0,12,119.8,131.8
4160,80,3,A,S,AD,0,0,13.9,148.8,162.7
4161,80,3,B,L,Low,1,4.4,3.8,112.8,121
4162,80,3,B,L,Med,2,4.6,6,126.8,137.4
4163,80,3,B,L,AD,2,8.2,73.6,189.1,270.9
4164,80,3,B,S,Low,0,0,37.3,101.9,139.2
4165,80,3,B,L,Med,1,1.9,63.6,130.5,196
4166,80,3,B,L,AD,0,0,169,174.6,343.6
4167,80,3,B,L,Low,1,5.5,7.4,149.8,162.7
4168,80,3,B,L,Med,2,7.3,7.6,174.6,189.5
4169,80,3,B,L,AD,0,0,38,178.7,216.7
4170,80,3,B,L,Low,1,4.2,19.8,163.2,187.2
4171,80,3,B,L,Med,2,5.2,9.8,140.7,155.7
4172,80,3,B,L,AD,1,6.7,45.4,168.8,220.9
4173,80,3,B,L,Low,2,3.7,4.5,100.7,108.9
4174,80,3,B,S,Med,0,0,33.5,124.9,158.4
4175,80,3,B,L,AD,1,7,3.2,180.5,190.7
4176,84,1,A,L,Low,1,3.9,1.6,131.5,137
4177,84,1,A,L,Med,2,4.3,16.7,134.8,155.8
4178,84,1,A,L,AD,1,4.1,46,141.6,191.7
4179,84,1,A,S,Low,0,0,15.3,96.7,112
4180,84,1,A,L,Med,1,4.6,4.9,142.7,152.2
4181,84,1,A,L,AD,1,3.8,50.5,177.6,231.9
4182,84,1,A,L,Low,1,4,9.8,105.5,119.3
4183,84,1,A,L,Med,1,5.6,11.1,151.8,168.5
4184,84,1,A,L,AD,1,2.8,55.2,128.2,186.2
4185,84,1,A,L,Low,1,4.8,2.7,156.2,163.7
4186,84,1,A,L,Med,0,0,51.3,125.9,177.2
4187,84,1,A,L,AD,2,7.1,4.9,223.6,235.6
4188,84,1,A,L,Low,1,5.2,2.2,149.5,156.9
4189,84,1,A,L,Med,2,4.6,17,184.7,206.3
4190,84,1,A,L,AD,1,5,14,171,190
4191,84,1,B,L,Low,2,3.7,1.4,98.1,103.2
4192,84,1,B,L,Med,2,4.8,7.5,127.8,140.1
4193,84,1,B,L,AD,2,5.3,30.1,156,191.4
4194,84,1,B,S,Low,0,0,17.8,77.7,95.5
4195,84,1,B,L,Med,1,1.4,22.4,113.2,137
4196,84,1,B,L,AD,2,4.9,17.4,127.9,150.2
4197,84,1,B,L,Low,2,3,1.5,82.7,87.2
4198,84,1,B,L,Med,2,4.8,3.5,123.6,131.9
4199,84,1,B,L,AD,2,3.5,3.5,123.5,130.5
4200,84,1,B,L,Low,2,4.2,2.8,134.6,141.6
4201,84,1,B,L,Med,2,5,10.8,163.9,179.7
4202,84,1,B,L,AD,1,1.3,95.6,140.3,237.2
4203,84,1,B,L,Low,2,4.5,2.8,127.8,135.1
4204,84,1,B,L,Med,2,3.5,5.6,122.9,132
4205,84,1,B,L,AD,2,7.5,30.6,230.1,268.2
4206,84,2,A,L,Low,1,3.2,3.2,120.1,126.5
4207,84,2,A,L,Med,2,5,24.2,155.3,184.5
4208,84,2,A,L,AD,2,4.7,51.7,144.2,200.6
4209,84,2,A,S,Low,0,0,32.5,87.7,120.2
4210,84,2,A,L,Med,1,5.1,20.1,145.7,170.9
4211,84,2,A,L,AD,2,5.2,31.4,147.3,183.9
4212,84,2,A,L,Low,2,5.2,4.3,104.8,114.3
4213,84,2,A,L,Med,2,4.1,22.9,118.5,145.5
4214,84,2,A,L,AD,2,5.5,16.6,178.3,200.4
4215,84,2,A,L,Low,2,4.2,8.1,128.4,140.7
4216,84,2,A,L,Med,2,3.9,29.4,108,141.3
4217,84,2,A,L,AD,2,6.5,33.7,166.9,207.1
4218,84,2,A,L,Low,2,4.7,2.7,129.1,136.5
4219,84,2,A,L,Med,2,4.5,17.5,160.8,182.8
4220,84,2,A,L,AD,2,5.4,40,149.9,195.3
4221,84,2,B,L,Low,1,2,2.5,125.2,129.7
4222,84,2,B,L,Med,2,4.6,15.8,151.2,171.6
4223,84,2,B,L,AD,2,4.3,30.8,151.9,187
4224,84,2,B,L,Low,2,3.6,3.2,106.7,113.5
4225,84,2,B,L,Med,2,5.2,25,184.8,215
4226,84,2,B,S,AD,0,0,88.6,89.4,178
4227,84,2,B,L,Low,1,4.6,7.7,141.3,153.6
4228,84,2,B,L,Med,1,5.5,16.5,157.3,179.3
4229,84,2,B,L,AD,1,5.1,17.3,165.2,187.6
4230,84,2,B,L,Low,1,4,3.1,119.3,126.4
4231,84,2,B,L,Med,1,4.1,15.7,139.6,159.4
4232,84,2,B,L,AD,1,6.1,25.2,163.8,195.1
4233,84,2,B,L,Low,1,5.4,5.2,136.4,147
4234,84,2,B,L,Med,1,6.2,25.1,165.9,197.2
4235,84,2,B,L,AD,1,5.3,18,181.9,205.2
4236,84,3,A,S,Low,0,0,30.2,95.9,126.1
4237,84,3,A,L,Med,1,6.4,0,192.3,198.7
4238,84,3,A,L,AD,1,7.7,3.5,216.9,228.1
4239,84,3,A,L,Low,1,1.1,2.5,134.7,138.3
4240,84,3,A,L,Med,0,0,71.5,113.7,185.2
4241,84,3,A,L,AD,2,6.3,72.8,168.6,247.7
4242,84,3,A,L,Low,2,5.2,9.8,147.2,162.2
4243,84,3,A,L,Med,2,4.9,17,159.6,181.5
4244,84,3,A,L,AD,2,5.4,39,210.5,254.9
4245,84,3,A,L,Low,1,4.9,3.8,140.3,149
4246,84,3,A,L,Med,1,5.3,15.4,161.3,182
4247,84,3,A,L,AD,1,6.9,48.8,213.5,269.2
4248,84,3,A,L,Low,1,3.7,2.4,109.7,115.8
4249,84,3,A,L,Med,2,5.6,15.4,152.9,173.9
4250,84,3,A,L,AD,1,8.4,61.4,190.7,260.5
4251,84,3,B,L,Low,2,4.9,3.9,134.8,143.6
4252,84,3,B,L,Med,1,5.2,18,156.4,179.6
4253,84,3,B,L,AD,1,4.5,62.9,128.3,195.7
4254,84,3,B,L,Low,2,4,1.9,111,116.9
4255,84,3,B,L,Med,1,3.9,29.9,140.1,173.9
4256,84,3,B,L,AD,2,5,48.3,179.5,232.8
4257,84,3,B,L,Low,2,3.1,3.6,104.4,111.1
4258,84,3,B,L,Med,1,3.7,18.4,133,155.1
4259,84,3,B,S,AD,0,0,87,101.7,188.7
4260,84,3,B,L,Low,2,4.4,8.1,119.2,131.7
4261,84,3,B,L,Med,0,0,48.9,103,151.9
4262,84,3,B,L,AD,1,5.8,44.4,181.3,231.5
4263,84,3,B,L,Low,1,3.2,16.4,92.3,111.9
4264,85,1,B,L,Low,0,0,38,93.6,131.6
4265,85,1,B,L,Med,2,5,12.7,156.4,174.1
4266,85,1,B,L,AD,1,6,41.2,182.2,229.4
4267,85,1,B,L,Low,1,5.3,14.7,155.8,175.8
4268,85,1,B,L,Med,1,1.1,68.1,111.4,180.6
4269,85,1,B,L,AD,1,0.9,127.4,134,262.3
4270,85,1,B,L,Low,1,0.7,31.2,92.3,124.2
4271,85,1,B,L,Med,2,5.1,23.9,156.7,185.7
4272,85,1,B,L,AD,2,6.5,42.1,199.4,248
4273,85,1,B,L,Low,2,4.4,5.1,125.6,135.1
4274,85,1,B,L,Med,2,4.8,14.4,142,161.2
4275,85,1,B,L,AD,2,5.7,35.4,210.3,251.4
4276,85,1,B,L,Low,2,5.1,6.3,132.1,143.5
4277,85,1,B,L,Med,2,4.5,6,136.9,147.4
4278,85,1,B,L,AD,2,4,117.2,162.9,284.1
4279,85,2,A,S,Low,0,0,35.2,94.4,129.6
4280,85,2,A,S,Med,1,1,64.6,121.4,187
4281,85,2,A,L,AD,1,5.5,52,190.7,248.2
4282,85,2,A,L,Low,2,4.9,8.7,145.3,158.9
4283,85,2,A,L,Med,1,4.4,17,140.6,162
4284,85,2,A,L,AD,2,7,78.6,182.6,268.2
4285,85,2,A,L,Low,2,4.8,2.1,123.3,130.2
4286,85,2,A,L,Med,1,4.5,8.7,153.2,166.4
4287,85,2,A,L,AD,1,6.7,47.7,183.5,237.9
4288,85,2,A,L,Low,2,4.1,1.1,109.1,114.3
4289,85,2,A,L,Med,2,6.2,14.4,181.5,202.1
4290,85,2,A,S,AD,0,0,123.2,129,252.2
4291,85,2,A,L,Low,2,5.1,2.3,141,148.4
4292,85,2,A,L,Med,2,5.7,9.2,146.2,161.1
4293,85,2,A,L,AD,2,6.9,33.6,179.1,219.6
4294,85,2,B,L,Low,0,0,34.2,100.7,134.9
4295,85,2,B,S,Med,0,0,80,105.3,185.3
4296,85,2,B,L,AD,2,6,41.9,156.6,204.5
4297,85,2,B,L,Low,1,1.1,36.7,107.5,145.3
4298,85,2,B,L,Med,1,3.5,4.5,116.4,124.4
4299,85,2,B,L,AD,2,7,28.6,174.1,209.7
4300,85,2,B,S,Low,0,0,41.1,126.1,167.2
4301,85,2,B,L,Med,1,3.4,33.3,125.4,162.1
4302,85,2,B,L,AD,1,4.9,26.4,172.6,203.9
4303,85,2,B,L,Low,1,3.9,1.8,110.7,116.4
4304,85,2,B,L,Med,2,6.5,12,170.6,189.1
4305,85,2,B,S,AD,1,2,96.3,159.8,258.1
4306,85,2,B,L,Low,0,0,52.4,106.2,158.6
4307,85,2,B,L,Med,1,5.6,11.8,171,188.4
4308,85,2,B,L,AD,2,5.4,24.4,162.7,192.5
4309,85,3,A,L,Low,2,4.4,17.9,113.7,136
4310,85,3,A,L,Med,2,6.1,28.8,186.6,221.5
4311,85,3,A,L,AD,1,1,97.4,100.3,198.7
4312,85,3,A,L,Low,1,3,4.7,117.3,125
4313,85,3,A,L,Med,1,4.2,12.4,132.1,148.7
4314,85,3,A,L,AD,1,0.8,101.7,90.8,193.3
4315,85,3,A,L,Low,2,5.1,1.5,124.8,131.4
4316,85,3,A,L,Med,2,3.7,13.6,124.3,141.6
4317,85,3,A,L,AD,2,7.5,64.2,204.6,276.3
4318,85,3,A,L,Low,2,5.6,2.8,147.2,155.6
4319,85,3,A,L,Med,2,4.1,8.5,163.2,175.8
4320,85,3,A,L,AD,2,3.7,91.9,138.7,234.3
4321,85,3,A,L,Low,0,0,19.1,110.8,129.9
4322,85,3,A,L,Med,1,2.9,62.3,111.2,176.4
4323,85,3,A,S,AD,0,0,8.3,140.9,149.2
4324,85,3,B,L,Low,2,3.8,2.4,110.3,116.5
4325,85,3,B,L,Med,2,5.4,8.1,124.2,137.7
4326,85,3,B,L,AD,2,5.5,48.8,156.2,210.5
4327,85,3,B,L,Low,2,3.5,7.7,122.6,133.8
